conversation_index,question
1241,"Question: Puis-je transporter mon fils de 4 ans sur ma moto à deux roues pour l'emmener à l'école ?

Documents pertinents:
[1] Source: article 8 de l'Arrêté du 25 janvier 2000 relatif aux cycles et motocycles
Le passager accompagnant le conducteur d’un motocycle à deux roues doit être âgé de plus de six ans."
1242,"Question: ما هي الشروط القانونية للحصول على بطاقة مهنية لقيادة سيارة أجرة (تاكسي فردي) في تونس؟

Documents pertinents:
[1] Source: الفصل 2 من الأمر عدد 4101 لسنة 2007
La carte professionnelle pour la conduite d’une voiture « taxi », de « louage » ou de transport rural est accordée à la personne remplissant les conditions suivantes :
- être de nationalité tunisienne,
- Etre titulaire du permis de conduire de la catégorie « D » ou « D1 ».
- être titulaire du certificat d’aptitude professionnelle... s’il s’agit de conduite de taxis individuel...
- avoir suivi des cours en matière de secourisme routier,
- ne pas appartenir au personnel de l’Etat ou des collectivités locales ou des établissements et entreprises publics."
1243,"Question: Que signifie une plaque d'immatriculation avec les lettres ""RS"" en Tunisie ?

Documents pertinents:
[1] Source: article 4 de l'Arrêté du 25 janvier 2000 relatif à l'immatriculation
6. La série symbolisée par les initiales des termes ""Régime Suspensif "" inscrits en langue arabe. Sont immatriculés dans cette série, les véhicules dont les propriétaires bénéficient d'un régime d'importation suspensif. Le numéro d'immatriculation est composé des lettre "" ن.ت "" et d'un numéro d'ordre."
1244,"Question: كيف يحدد القانون مسافة الأمان التي يجب تركها بين السيارات في الطريق؟

Documents pertinents:
[1] Source: الفصل 2 من قرار وزير النقل المؤرخ في 25 جانفي 2000 المتعلق بمسافة الأمان
La distance de sécurité est la distance parcourue par le véhicule pendant une seconde pour un conducteur possédant les capacités physiques et mentales prévues par l’article sept du Code de la Route."
1245,"Question: Mon frère a un handicap physique et nous devons aménager sa voiture pour qu'il puisse la conduire. Quelles sont les démarches administratives pour régulariser cette modification ?

Documents pertinents:
[1] Source: article 10 de l'Arrêté du 25 janvier 2000 (Réception)
Les véhicules suivants sont soumis à l'opération de réception à titre isolé : [...] les véhicules spécialement aménagés pour être conduits par une personne atteinte d'un handicap physique ou d'une maladie;

[2] Source: article 16 de l'Arrêté du 25 janvier 2000 (Réception)
La réception à titre isolé des véhicules spécialement aménagés [...] s'effectue au vu d'une demande établie selon un modèle fourni par les services spécialisés du Ministère du Transport. Cette demande doit être accompagnée de :
- une copie du procès-verbal de prescription de l'aménagement nécessaire ;
- un reçu de paiement des droits exigés..."
1246,"Question: قمت للتو بشراء سيارة مستعملة. ما هي الإجراءات والآجال القانونية لتسجيلها باسمي ونقل الملكية؟

Documents pertinents:
[1] Source: الفصل 25 من قرار وزير النقل المؤرخ في 25 جانفي 2000 (التسجيل)
En cas de cession de l'un des véhicules visés par le présent arrêté, l'ancien propriétaire doit écrire sur le certificat d'immatriculation du véhicule d'une manière claire et inaltérable la mention ""cédé le...../..../.... en indiquant le nom du nouveau propriétaire"".

[2] Source: الفصل 27 من قرار وزير النقل المؤرخ في 25 جانفي 2000 (التسجيل)
Le bénéficiaire de la cession doit présenter , dans un délai ne dépassant pas quinze (15) jours à compter de la date de la signature du contrat par le cessionnaire, une demande, pour l'obtention d'un certificat d'immatriculation en son nom..."
1247,"Question: Est-ce que n'importe quel mécanicien peut installer un système de gaz (GPL) sur ma voiture, et y a-t-il des équipements de sécurité obligatoires à rajouter à l'intérieur ?

Documents pertinents:
[1] Source: الفصل 67 من الأمر عدد 2016 لسنة 2002
L'équipement G.P.L ne peut être réalisé ou modifié que par un installateur répondant à des conditions de qualification professionnelle fixées par arrêté... Toute personne désirant exploiter un atelier d'installation... doit, au préalable, obtenir une autorisation d'ouverture et d'exploitation d'un établissement classé...

[2] Source: الفصل 71 من الأمر عدد 2016 لسنة 2002
Les véhicules utilisant le G.P.L comme carburant doivent être munis d'un extincteur d'incendie adéquat."
1248,"Question: ما هي الشروط الأساسية التي يجب أن تتوفر فيّ لأصبح معلما لقواعد الجولان (مدرب سياقة) في مدرسة لتعليم السياقة؟

Documents pertinents:
[1] Source: الفصل 4 من قرار وزير النقل المؤرخ في 21 أكتوبر 2009
Tout candidat doit : - avoir un niveau d’instruction d’au moins la troisième année de l’enseignement secondaire accomplie... - être titulaire d’un permis de conduire tunisien de la catégorie « B », - avoir suivi une formation dans un centre spécialisé...

[2] Source: الفصل 21 من قرار وزير النقل المؤرخ في 21 أكتوبر 2009
La licence d’exercice de la profession de moniteur d’enseignement des règles de circulation et de la sécurité routière n’est délivrée qu’aux personnes titulaires du certificat d’aptitude professionnelle d’enseignement des règles de circulation..."
1249,"Question: Pour équiper ma voiture au GPL, le mécanicien peut-il installer le réservoir de gaz dans le compartiment du moteur pour me laisser de la place dans le coffre ?

Documents pertinents:
[1] Source: article 35 du Décret n° 2002-2016
Il est interdit d'installer le réservoir dans le compartiment moteur."
1250,"Question: هل يحق لأي أجنبي مقيم في تونس استبدال رخصة سياقته الأجنبية برخصة تونسية بصفة آلية ودون اجتياز امتحان؟

Documents pertinents:
[1] Source: الفصل 5 من قرار 27 فيفري 2002
Il sera procédé à la transformation du permis étranger en permis tunisien sans faire subir à son titulaire les examens d'obtention de permis de conduire, et ce, après vérification de son authenticité...

[2] Source: الفصل 12 من قرار 27 فيفري 2002
Contrairement à l'article cinq du présent arrêté, il n'est, également, pas permis de transformer en permis de conduire tunisiens, les permis de conduire étrangers délivrés à des non tunisiens par des pays qui ne permettent pas, dans des conditions similaires, la transformation des permis de conduire tunisiens par des permis de conduire délivrés par eux."
1251,"Question: هل يجوز قانونا نقل أكثر من راكب واحد معي على دراجتي النارية؟

Documents pertinents:
[1] Source: الفصل 4 من قرار 25 جانفي 2000 (الدراجات)
Il est interdit de transporter plus d'une personne, en sus du conducteur, sur les véhicules à deux roues, à l'exception :
- des cycles de plusieurs tandems ;
- des véhicules munis d'un side-car, à condition de ne pas dépasser deux passagers;
- des véhicules spécialement aménagés."
1252,"Question: Quel est le tarif exact du timbre fiscal exigé pour obtenir la carte professionnelle de chauffeur de louage en Tunisie ?

Documents pertinents:
Les documents fournis listent les conditions administratives d'obtention de la carte (Décret n° 2007-4101) et divers arrêtés liés à l'immatriculation et aux auto-écoles."
1253,"Question: كم تبلغ نسبة الأداءات والمعاليم الديوانية التي يجب دفعها عن سيارة مسجلة تحت نظام التوقيف (ن ت - RS) عند الرغبة في تسوية وضعيتها؟

Documents pertinents:
Les documents fournis (Arrêté de l'immatriculation) définissent la série RS (Régime Suspensif) mais ne contiennent pas le Code des Douanes ni les taux tarifaires."
1254,"Question: Combien coûte la prime d'assurance annuelle obligatoire pour un véhicule utilisé par une auto-école pour donner des leçons de conduite ?

Documents pertinents:
Les textes fournis portent sur l'enseignement de la conduite (Arrêté du 21 oct 2009) et stipulent que le droit des assurances figure au programme d'examen des moniteurs, mais ne donnent aucun tarif."
1255,"Question: ما هي مدة صلوحية شهادة التسجيل (البطاقة الرمادية) للسيارة في تونس؟

Documents pertinents:
[1] Source: الفصل 15 من قرار 25 جانفي 2000 (التسجيل)
La série symbolisée par les lettres "" ع ع ""... La carte de circulation n'est valable que durant l'année de sa délivrance...

[2] Source: الفصل 17 من قرار 25 جانفي 2000 (التسجيل)
La durée de validité du certificat d'immatriculation dans la série temporaire "" م ت "" est fixée à deux mois."
1256,"Question: من هي السلطة الإدارية المختصة بإسناد البطاقة المهنية للسائقين؟

Documents pertinents:
[1] Source: article 3 du Décret n° 2007-4101
L’autorité habilitée à délivrer la carte professionnelle est :
- pour les conducteurs des véhicules de transport public collectif ou de transport touristique: le gouverneur de la région où réside le transporteur,
- pour les conducteurs de voitures « taxis », de « louage » ou de transport rural : le gouverneur de la région où réside le conducteur."
1257,"Question: J'ai perdu ma carte professionnelle de chauffeur de taxi. Quelle est la démarche exacte pour en obtenir une nouvelle ?

Documents pertinents:
[1] Source: article 8 du Décret n° 2007-4101
En cas de perte ou de détérioration de la carte professionnelle, il est possible d’obtenir un duplicata de cette carte après présentation d’une demande à cet effet adressée au nom du gouverneur et accompagnée de ce qui reste de la carte détériorée ou d’une attestation de perte délivrée par les autorités compétentes. Une nouvelle carte est délivrée à l’intéressé portant le même numéro d’ordre et la mention « duplicata » et elle est valable pour le reste de la période de validité de la carte originale..."
1258,"Question: استوردت سيارة جديدة من الخارج والشركة المصنعة ليس لها ممثل معتمد في تونس. ما هي الإجراءات لاستخراج البطاقة الرمادية وتسجيلها؟

Documents pertinents:
[1] Source: article 10 de l'Arrêté du 25 janvier 2000 (Réception)
Les véhicules suivants sont soumis à l'opération de réception à titre isolé : - les véhicules neufs importés dont le constructeur n'a pas de représentant accrédité en Tunisie ;

[2] Source: article 12 de l'Arrêté du 25 janvier 2000 (Réception)
La réception à titre isolé des véhicules neufs importés [...] s'effectue au vu d'une demande établie sur imprimé fourni par les services spécialisés du Ministère du Transport. Cette demande doit être accompagnée de : - tous les documents justifiant la conformité [...] à la réglementation en vigueur ; - un reçu de paiement des droits exigés..."
1259,"Question: Quelle est la durée de vie maximale que je peux fixer lors de la création de ma société commerciale en Tunisie ?

Documents pertinents:
[1] Source: article 8 du CSC
La durée d'une société ne peut excéder quatre-vingt dix neuf ans. Cette durée pourra, le cas échéant, être prorogée."
1260,"Question: Quel est le capital minimum exigé par la loi pour constituer une Société Anonyme (SA) ?

Documents pertinents:
[1] Source: article 161 du CSC
Le capital de la société anonyme ne peut être inférieur à cinq mille dinars si elle ne fait pas appel public à l'épargne. Lorsque la société fait appel public à l'épargne, son capital ne peut être inférieur à cinquante mille dinars. Dans les deux cas, le capital doit être divisé en actions dont la valeur nominale ne peut être inférieure à un dinar."
1261,"Question: Y a-t-il une limite au nombre d'associés dans une Société à Responsabilité Limitée (SARL) et que se passe-t-il si on la dépasse ?

Documents pertinents:
[1] Source: article 93 du CSC
Le nombre des associés d’une S.A.R.L ne peut être supérieur à cinquante. Si la société vient à comprendre plus de cinquante associés, elle devra dans un délai d’un an être transformée en société par action à moins que le nombre des associés ne soit ramené à cinquante ou moins dans le délai sus-indiqué. A défaut, tout intéressé peut demander la dissolution judiciaire de la société."
1262,"Question: ما هي أنواع الحصص (المساهمات) التي يمكن تقديمها لتكوين رأس مال شركة تجارية في تونس؟ وهل يدخل العمل ضمن رأس المال؟

Documents pertinents:
[1] Source: الفصل 5 من مجلة الشركات التجارية
Les apports peuvent être soit en numéraire, soit en nature, soit en industrie. L’ensemble de ces apports, à l’exception de l’apport en industrie, constitue le capital de la société. Ce dernier est le gage exclusif des créanciers sociaux."
1263,"Question: ما هي الشروط الأساسية للحصول على علامة مؤسسة ناشئة (Startup) في تونس؟

Documents pertinents:
[1] Source: الفصل 3 من قانون المؤسسات الناشئة (Loi Startups)
Le label Startup est octroyé à la société qui remplit les conditions suivantes : 1. Son existence ne dépasse pas huit (8) ans... 2. Ses ressources humaines, le total de son actif et son chiffre d’affaires annuel ne dépassent pas des plafonds... 3. Son capital est détenu à plus de deux tiers (2/3) par des personnes physiques... 4. Son modèle économique est à forte dimension innovante... 5. Son activité est à fort potentiel de croissance économique..."
1264,"Question: 9adech men wehed lezem bech nhelou Société Anonyme (SA) fi tounes?

Documents pertinents:
[1] Source: article 160 du CSC
La société anonyme est une société par actions dotée de la personnalité morale constituée par sept actionnaires au moins qui ne sont tenus qu’à concurrence de leurs apports."
1265,"Question: Est-il possible de créer une société commerciale tout seul en Tunisie, sans avoir d'associés ?

Documents pertinents:
[1] Source: article 2 du CSC
La société est un contrat par lequel deux ou plusieurs personnes conviennent d’affecter en commun leurs apports, en vue de partager le bénéfice... Toutefois, dans la société unipersonnelle à responsabilité limitée, la société est constituée par un associé unique.

[2] Source: article 90 du CSC
La société à responsabilité limitée est constituée entre deux ou plusieurs personnes... Lorsque la société à responsabilité limitée peut ne comporter qu’un seul associé elle est dénommée ""société unipersonnelle à responsabilité limitée"" (SUARL)."
1266,"Question: La désignation d'un commissaire aux comptes est-elle toujours obligatoire pour une SARL, et pour combien de temps est-il nommé ?

Documents pertinents:
[1] Source: article 13 du CSC
Les sociétés commerciales sont tenues de désigner un commissaire aux comptes. Toutefois, les sociétés commerciales, autres que les sociétés par actions, sont dispensées de la désignation d’un commissaire aux comptes : au titre du premier exercice comptable... ou si elles ne remplissent pas deux des limites chiffrées relatives au total du bilan, au total des produits hors taxes et au nombre moyen des employés...

[2] Source: article 13 bis du CSC
Le commissaire aux comptes est désigné pour une période de trois années renouvelable."
1267,"Question: ما هي طبيعة مسؤولية الشركاء في شركة التضامن (SNC)، وهل يؤدي إفلاس أحدهم إلى حل الشركة؟

Documents pertinents:
[1] Source: الفصل 54 من مجلة الشركات التجارية
La société en nom collectif est constituée entre deux ou plusieurs personnes qui sont responsables personnellement et solidairement du passif social.

[2] Source: الفصل 65 من مجلة الشركات التجارية
Outre les causes de dissolution communes... les sociétés en nom collectif sont soumises aux causes de dissolution suivantes : 2) La survenance de l’incapacité ou la faillite d’un associé. Toutefois, les autres associés peuvent à l’unanimité décider que la société continuera entre eux..."
1268,"Question: brabi chnouwa les délais mta3 tasjil w hbet fl JORT ba3d ma na3mlou el charika mte3na?

Documents pertinents:
[1] Source: article 14 du CSC
La société doit être immatriculée au registre du commerce du tribunal de son siège social dans un délai d’un mois à compter de la date de sa constitution.

[2] Source: article 15 du CSC
Toutes les sociétés à l’exception de la société en participation doivent procéder à la publication de leurs actes constitutifs. La publicité est faite par une insertion au Journal Officiel de la République Tunisienne et ce, dans un délai d’un mois à partir soit de la constitution définitive de la société, soit de la date du procès verbal..."
1269,"Question: Faut-il avoir la capacité d'exercer le commerce pour devenir associé dans n'importe quelle société commerciale en Tunisie ?

Documents pertinents:
[1] Source: article 11 du CSC
Nul ne peut être associé dans une société en nom collectif ou commandité dans une société en commandite simple ou par actions s’il n’a pas la capacité requise pour la profession commerciale. Toutefois les personnes qui n’ont pas la capacité requise pour l’exercice du commerce peuvent être des associés commanditaires dans une société en commandite simple, ou associés dans une société à responsabilité limitée, ou actionnaires dans une société anonyme..."
1270,"Question: هل يمكنني بيع حصتي في شركة التضامن (SNC) إلى شخص أجنبي عن الشركة متى أردت ذلك؟

Documents pertinents:
[1] Source: الفصل 56 من مجلة الشركات التجارية
A l’exception des cas expressément prévus dans l’acte constitutif de la société, l’associé ne peut céder sa part d’intérêt à un tiers sauf consentement unanime des autres associés et à condition de se conformer aux obligations de publicité. Toutefois il est permis à un associé de transférer à un tiers les droits et les avantages attachés à sa part d’intérêt, cet accord n’ayant d’effet qu’entre les parties contractantes."
1271,"Question: 3andi SARL w nheb nkharej des obligations (emprunt obligataire) bech ndakhel flous l charika, najem walla le ?

Documents pertinents:
[1] Source: article 101 du CSC
Il est interdit à une société à responsabilité limitée d’émettre ou de garantir des valeurs mobilières. Toute décision contraire est considérée nulle.

[2] Source: article 1 du Décret 2005-3018
Les obligations sont émises par les sociétés anonymes ayant un capital minimum libéré d’un million de dinars, deux années d’existence et ayant établi pour les deux derniers exercices des états financiers certifiés."
1272,"Question: Je vais créer une société à responsabilité limitée (SARL) spécialisée dans l'exportation. Quel sera le taux exact de l'impôt sur les sociétés (IS) applicable à mes bénéfices à l'export ?

Documents pertinents:
Les documents fournis incluent le Code des sociétés commerciales et des textes sur les sociétés de commerce international et les startups."
1273,"Question: نحب نعرف شنية العقوبة في تونس كيبدا واحد يعطي شيك بدون رصيد (chèque sans provision) للمزود متاعو؟

Documents pertinents:
Le document fourni est le Code des Sociétés Commerciales."
1274,"Question: 3andi fekra mta3 projet behya w nheb nekhou crédit (prêt) men 3and banka. Chnouwa les conditions w les papiers elli yelzmouni?

Documents pertinents:
Les documents fournis portent sur le CSC et les lois sur le crowdfunding et la BCT."
1275,"Question: Nous avons subi d'importantes pertes financières cette année et nous devons décider s'il faut dissoudre la société. Quelles sont les règles de convocation et de vote pour la dissolution anticipée ?

Documents pertinents:
[1] Source: article 142 du CSC (Relatif à la SARL)
Si les documents comptables font apparaître que les fonds propres de la société sont inférieurs de moitié au capital social suite aux pertes... une assemblée générale extraordinaire sera convoquée dans les deux mois...

[2] Source: article 388 du CSC (Relatif à la SA)
Si les comptes ont révélé que les fonds propres de la société sont devenus en deçà de la moitié de son capital... le conseil d’administration ou le directoire doit dans les quatre mois de l’approbation des comptes, provoquer la réunion de l’assemblée générale extraordinaire..."
1276,"Question: من هو الممثل القانوني الذي يتولى إدارة الشركة التجارية في تونس ويمضي عقودها باسمها؟

Documents pertinents:
[1] Source: Code des Sociétés Commerciales
Art. 58 (SNC) : Le ou les gérants sont nommés...
Art. 112 (SARL) : La société à responsabilité limitée est gérée par une ou plusieurs personnes physiques...
Art. 211 (SA) : Le Président du Conseil d’Administration assure, sous sa responsabilité, la direction générale de la société. Il représente la société dans ses rapports avec les tiers."
1277,"Question: Je compte créer une Société Anonyme (SA) en faisant appel public à l'épargne. Quelles sont les principales étapes procédurales de constitution imposées par le code ?

Documents pertinents:
[1] Source: articles 163, 164, 165, 171 du CSC
Art 163: Avant toute souscription du capital un projet des statuts signé par les fondateurs, doit être déposé au greffe du tribunal... Art 164: Avant toute souscription les fondateurs doivent publier une notice destinée à l’information du public dans le JORT et dans deux journaux... Art 165: La société n’est constituée qu’après la souscription de la totalité du capital social. L’apporteur en numéraire doit verser au moins le quart... Art 171: Dans le délai de quinze jours à partir de la clôture de la souscription, les fondateurs convoquent les souscripteurs en assemblée générale constitutive..."
1278,"Question: Ma société vient d'être dissoute. Quelles sont les premières étapes du processus de liquidation ?

Documents pertinents:
[1] Source: articles 28, 29, 30, 32 du CSC
Art 28: Les dispositions des statuts régissent la liquidation de la société dissoute... Art 29: La société est en liquidation dès l’instant de sa dissolution... La raison sociale... devra être suivie de la mention ""société en liquidation""... Art 30: Au cas où les statuts ne prévoient pas les conditions de nomination du liquidateur, celui-ci sera nommé, par une décision de l’Assemblée générale... Art 32: Le liquidateur ne peut commencer les opérations de liquidation qu’après inscription de sa nomination au registre de commerce et la publication... Dès son entrée en fonction, le liquidateur est tenu de dresser... l’inventaire de l’actif et du passif..."
1279,"Question: Je suis enceinte et je travaille dans une société de commerce. Combien de jours de congé de maternité ai-je le droit de prendre selon la loi ?

Documents pertinents:
[1] Source: article 64 du Code du Travail
Dans les entreprises de toute nature, à l’exception des établissements où sont exclusivement employés les membres d’une même famille, la femme :
a) aura droit à l’occasion de son accouchement, sur production d’un certificat médical, à un congé de repos de 30 jours. Ce congé peut être prorogé, chaque fois, d’une période de 15 jours, sur justification de certificats médicaux."
1280,"Question: Est-ce que mon employeur est obligé de me donner une fiche de paie, et que doit-elle contenir ?

Documents pertinents:
[1] Source: article 143 du Code du Travail
L'employeur doit délivrer aux travailleurs à l'occasion du paiement de leur rémunération, une pièce justificative dite ""bulletin de paie"" indiquant : 1) le nom et l'adresse de l'employeur... 2) le numéro... à la Caisse de Sécurité Sociale, 3) le nom du salarié et l'emploi occupé... 4) la période et le nombre des heures... 5) l'énumération des indemnités... 6) le montant de la rémunération brute... 7) la nature et le montant des retenues... 8) le montant de la rémunération nette... 9) la date de paiement."
1281,"Question: أرغب في تقديم استقالتي من الشركة التي أعمل بها بعقد غير محدد المدة. ما هي مهلة الإعلام المسبق (الإنذار) التي يجب أن أحترمها؟

Documents pertinents:
[1] Source: الفصل 14 مكرر من مجلة الشغل
Le préavis de rupture du contrat de travail à durée indéterminée est notifié par lettre recommandée adressée à l’autre partie un mois avant la rupture du contrat... Le tout sans préjudice des prescriptions plus avantageuses pour le travailleur résultant de dispositions spéciales prévues par l’accord des parties, la convention collective ou l’usage."
1282,"Question: لقد تم انتدابي كعامل فلاحي قار. كم تبلغ فترة التجربة المسموح بها قانونيا والتي يمكن خلالها إنهاء العقد دون إشعار مسبق؟

Documents pertinents:
[1] Source: الفصل 370 من مجلة الشغل
Le salarié permanent est celui qui est recruté pour une durée indéterminée en vue de participer à toutes opérations du cycle agricole normal... Au cours de la période d'essai prévue par les usages, mais dont la durée ne peut en tout état de cause être supérieure à trente jours, le contrat de travail peut être rompu sans préavis."
1283,"Question: Ena nekhdem fi usine w marti jabet sghir (weldét), gadeh 3andi men nhar repos men 3and el charika mte3i?

Documents pertinents:
[1] Source: article 122 du Code du Travail
L’époux salarié a droit à un congé supplémentaire d’un jour à l’occasion de chaque naissance. Ce congé doit être pris après entente entre l’employeur et le bénéficiaire, soit le jour de la naissance, soit au cours des 7 jours qui suivent. Dans ce cas, le bénéficiaire perçoit une indemnité équivalente à la rémunération qu’il aurait perçue s’il avait travaillé le même jour."
1284,"Question: Najem nkhadem weled 3omrou 14 sne fi mrama (chantier) wala mamnou3 l9anoun?

Documents pertinents:
[1] Source: article 53 du Code du Travail
Les enfants de moins de 16 ans ne peuvent être employés dans toutes les activités régies par le présent code, sous réserve des dispositions spéciales prévues par ce code."
1285,"Question: Quelle est la durée légale du travail en Tunisie par semaine et comment sont calculées les heures supplémentaires si on a un régime de 48 heures ?

Documents pertinents:
[1] Source: article 79 du Code du Travail
La durée du travail effectif ne peut excéder 48 heures par semaine... Cette durée peut être réduite sans qu’elle puisse être inférieure à 40 heures par semaine... par les conventions collectives...

[2] Source: article 90 du Code du Travail
Sont considérées comme heures supplémentaires les heures de travail effectuées au-delà de la durée hebdomadaire normale. Ces heures sont rémunérées par référence au salaire de base horaire majoré selon les taux suivants :
- pour le régime de travail à plein temps de 48 heures par semaine : 75%..."
1286,"Question: Je travaille depuis 6 ans pour la même entreprise. Comment est calculée la durée de mon congé annuel payé ?

Documents pertinents:
[1] Source: article 113 du Code du Travail
Tout travailleur qui, au cours de l'année de référence, justifie avoir été occupé chez le même employeur pendant une période de temps équivalente à un minimum d'un mois de travail effectif a droit à un congé dont la durée est déterminée à raison d'un jour par mois de travail sans que la durée totale du congé exigible puisse excéder une période de quinze jours comprenant douze jours ouvrables.

[2] Source: article 115 du Code du Travail
La durée du congé ainsi fixée est augmentée à raison d'un jour ouvrable par période entière, continue ou non, de cinq ans de services chez le même employeur, sans que cette augmentation puisse porter à plus de dix-huit jours ouvrables la durée considérée..."
1287,"Question: Mon contrat à durée déterminée (CDD) est terminé, mais je continue à aller travailler tous les jours et mon patron ne m'a rien dit. Quelle est ma situation juridique ?

Documents pertinents:
[1] Source: article 6-4 du Code du Travail
... le contrat de travail à durée déterminée peut également être conclu, dans des cas autres que ceux indiqués au paragraphe précédent, sur accord entre l’employeur et le travailleur et à condition que la durée de ce contrat n’excède pas quatre ans y compris ses renouvellements...

[2] Source: article 17 du Code du Travail
Lorsqu’à l’expiration du terme établi, le salarié continue à rendre ses services sans opposition de l’autre partie, le contrat se transforme en un contrat à durée indéterminée."
1288,"Question: Notre syndicat local souhaite déclencher une grève demain matin à cause d'un conflit. Est-ce légal ?

Documents pertinents:
[1] Source: article 376 bis du Code du Travail
Toute décision de grève ou de lock-out doit être précédée d'un préavis de 10 jours, adressé par la partie intéressée à l'autre partie et au bureau régional de conciliation... En outre, la grève ou le lock-out doit être approuvé par la centrale syndicale ouvrière ou par l'organisation centrale des employeurs.

[2] Source: article 387 du Code du Travail
En cas d'inobservation des dispositions du présent chapitre et notamment celles des articles 376, 376 bis et 376 ter du présent code, la grève ou le lock-out est illégal. Les relations de travail sont rompues du fait de la partie responsable..."
1289,"Question: Est-ce que les femmes ont le droit de travailler de nuit dans une usine en Tunisie ?

Documents pertinents:
[1] Source: article 66 du Code du Travail
Les enfants de plus de 14 ans et de moins de 18 ans et les femmes ne doivent pas être employés la nuit pendant une période d’au moins 12 heures consécutives qui doit comprendre l’intervalle entre 10 heures du soir et 6 heures du matin.

[2] Source: article 68 du Code du Travail
L’interdiction du travail de nuit des femmes n’est pas appliquée :
a) en cas de force majeure;
b) dans le cas où le travail s’applique... à des matières en élaboration, qui seraient susceptibles d’altération très rapide...
c) aux femmes qui occupent des postes de direction...
d) aux femmes occupés dans les services sociaux..."
1290,"Question: هل يجوز للمشغل أن يدفع أجر العامل في شكل بضائع أو امتيازات عينية بدلاً من النقود؟

Documents pertinents:
[1] Source: الفصل 139 من مجلة الشغل
La rémunération des travailleurs de toutes catégories doit être payée en monnaie ayant cours légal en Tunisie, sauf dispositions légales ou réglementaires contraires. Cependant, des avantages en nature peuvent être servis conformément aux dispositions réglementaires ou conventionnelles. Ces avantages ne peuvent, en aucun cas, être déduits des salaires minimums payés en espèces."
1291,"Question: Ena 3andi machrou3 w nheb na3ref, lezem dima nkhali lkhadema yertahou nhar la7ad fi tounes wela najem nbadlou?

Documents pertinents:
[1] Source: article 95 du Code du Travail
Les entreprises non agricoles... sont tenues de donner à leur personnel... un repos hebdomadaire de vingt-quatre heures consécutives. Ce repos est donné le vendredi, le samedi ou le dimanche. Il peut être accordé pendant un autre jour de la semaine sur accord des deux parties...

[2] Source: article 96 du Code du Travail
Sont admis de droit à donner le repos hebdomadaire par roulement, les établissements appartenant aux catégories suivantes : 1) Fabriques de produits alimentaires... 2) Hôtels, restaurants et débits de boissons... 4) Hôpitaux..."
1292,"Question: Je perçois un salaire brut de 1500 dinars tunisiens. Quel sera le montant exact de ma retenue à la source pour l'impôt sur le revenu (IRPP) selon le nouveau barème de la loi de finances ?

Documents pertinents:
Les documents fournis constituent le Code du Travail de Tunisie (2020) qui régit les relations de travail, les contrats, le salaire de base, les licenciements, et la médecine du travail."
1293,"Question: كيف يتم احتساب جراية التقاعد (pension de retraite) من الصندوق الوطني للضمان الاجتماعي (CNSS) لمن عمل 30 سنة في القطاع الخاص؟

Documents pertinents:
الوثائق المقدمة هي مجلة الشغل التونسية (عقود العمل، الأجور، العطل، ساعات العمل، السلامة المهنية)."
1294,"Question: Ena khaddem fi charika w nheb na3mel contrat de travail fi fransa. Kifech nekhou visa de travail w chnouwa l'awra9 lmatlouba men safara?

Documents pertinents:
Les documents sont le Code du Travail Tunisien (Régissant le travail sur le sol tunisien, y compris pour les étrangers en Tunisie)."
1295,"Question: Mon contrat de travail vient d'être rompu par mon employeur. À quelle indemnité ai-je droit ?

Documents pertinents:
[1] Source: article 22 du Code du Travail
Tout travailleur lié par un contrat à durée indéterminée, licencié après l’expiration de la période d’essai, bénéficie, sauf le cas de faute grave, d’une gratification de fin de service calculée à raison d’un jour de salaire par mois de service effectif...

[2] Source: article 23 bis du Code du Travail
En cas de licenciement abusif, le préjudice donne lieu à des dommages-intérêts dont le montant varie entre le salaire d’un mois et celui de deux mois pour chaque année d’ancienneté dans l’entreprise..."
1296,"Question: هل يمكنني قانونيا إبرام عقد شغل لمدة معينة (CDD) مع أحد العمال الجدد في شركتي؟

Documents pertinents:
[1] Source: الفصل 6-4 من مجلة الشغل
1- Le contrat de travail à durée déterminée peut être conclu dans les cas suivants : - l’accomplissement de travaux de premier établissement... - le remplacement provisoire d’un travailleur... - l’exécution de travaux saisonniers...
2- le contrat de travail à durée déterminée peut également être conclu, dans des cas autres que ceux indiqués au paragraphe précédent, sur accord entre l’employeur et le travailleur et à condition que la durée de ce contrat n’excède pas quatre ans y compris ses renouvellements..."
1297,"Question: Mon entreprise traverse de graves difficultés financières. Quelle procédure dois-je suivre pour licencier une partie du personnel pour raisons économiques ?

Documents pertinents:
[1] Source: article 21 du Code du Travail
Tout employeur qui a l’intention de licencier ou de mettre en chômage pour des raisons économiques ou technologiques tout ou partie de son personnel permanent, est tenu de la notifier au préalable à l’inspection du travail territorialement compétente. La notification doit comprendre les indications suivantes : le nom et l’adresse... les raisons... accompagnée par les justifications nécessaires...

[2] Source: article 21-3 du Code du Travail
L’inspection du travail... doit procéder à une enquête concernant la demande... et tenter la conciliation des deux parties... dans un délai de quinze jours. A défaut de conciliation, l’inspection... doit soumettre le dossier... à la commission régionale ou à la commission centrale de contrôle du licenciement..."
